permutation,permutation_count,permutation_size
covered his face and,2,4
covered them they sank,2,4
covers to cover withal,2,4
covet thy neighbours house,2,4
cozbi the daughter of,2,4
cried out and said,2,4
cried unto thee and,2,4
crown of pure gold,2,4
cry unto me my,2,4
cubits and the porch,2,4
cubits high and the,2,4
cubits was the breadth,2,4
cup of the lord,2,4
curtains of goats hair,2,4
curtains one unto another,2,4
cut down from thence,2,4
cut him off and,2,4
cut it off and,2,4
cut off as the,2,4
cut off before the,2,4
cut off his head,2,4
cut off in the,2,4
cut out of the,2,4
cut them off in,2,4
cyrus the king of,2,4
daily in the temple,2,4
daniel and his fellows,2,4
daniel answered and said,2,4
darkness and not light,2,4
darkness over all the,2,4
daughter and brought her,2,4
daughters and all the,2,4
david according to the,2,4
david and became his,2,4
david and david said,2,4
david and said i,2,4
david and upon his,2,4
david answered and said,2,4
david fled and escaped,2,4
david from that day,2,4
david said to ornan,2,4
david said unto his,2,4
david sent and fetched,2,4
david to hebron and,2,4
david was in the,2,4
david was old and,2,4
david went out and,2,4
davids heart smote him,2,4
davids place was empty,2,4
day against the lord,2,4
day and night and,2,4
day and night in,2,4
day and night that,2,4
day and not to,2,4
day and the people,2,4
day behold it is,2,4
day did the king,2,4
day for it was,2,4
day for to day,2,4
day fourscore and five,2,4
day he called unto,2,4
day in the field,2,4
day it is not,2,4
day our daily bread,2,4
day out of the,2,4
day saying this is,2,4
day that he came,2,4
day that he went,2,4
day that i am,2,4
day that i may,2,4
day that it may,2,4
day that thou didst,2,4
day thou shalt give,2,4
day to the lord,2,4
day will i bless,2,4
days and in the,2,4
days and the people,2,4
days journey and they,2,4
days shalt thou eat,2,4
days then shall the,2,4
days upon the earth,2,4
dead to the law,2,4
deadly wound was healed,2,4
dearth in the land,2,4
death and all the,2,4
death and to the,2,4
debir with her suburbs,2,4
deceit they refuse to,2,4
declare his righteousness for,2,4
declare in zion the,2,4
declare it unto you,2,4
declare unto us the,2,4
declared to be the,2,4
declared unto them how,2,4
decree that whosoever shall,2,4
dedicated the house of,2,4
dedicating of the altar,2,4
deed of the queen,2,4
defy the armies of,2,4
delaiah the son of,2,4
deliver him unto the,2,4
deliver them but they,2,4
deliver them out of,2,4
deliver unto his neighbour,2,4
delivered him to be,2,4
delivered into their hand,2,4
delivered into your hand,2,4
delivered it into thine,2,4
delivereth them out of,2,4
depart from us for,2,4
departed from him a,2,4
departed from him and,2,4
departed from him for,2,4
departed from me and,2,4
departed from off the,2,4
departed from rephidim and,2,4
departed not from following,2,4
departed not from them,2,4
departed out of his,2,4
desire of the wicked,2,4
desire upon mine enemies,2,4
desiring to see thee,2,4
destroy the wise men,2,4
destroy them utterly and,2,4
destroyed them from before,2,4
did and how the,2,4
did eat of his,2,4
did he in the,2,4
did he unto them,2,4
did i not say,2,4
did not hear but,2,4
did so and took,2,4
did the lord god,2,4
did when he was,2,4
didst drive out the,2,4
die and have no,2,4
die because he hath,2,4
die because thou hast,2,4
die in this land,2,4
died and she was,2,4
died in mount hor,2,4
died in the wilderness,2,4
digged another well and,2,4
dinah the daughter of,2,4
discern between good and,2,4
disciples heard it they,2,4
disciples that they should,2,4
disease among the people,2,4
dismayed for the lord,2,4
dismayed o israel for,2,4
displeased him and he,2,4
divers sorts of flies,2,4
diverse one from another,2,4
divide the land by,2,4
divided for an inheritance,2,4
do according to the,2,4
do all my commandments,2,4
do all these things,2,4
do and thou shalt,2,4
do i exercise myself,2,4
do not so wickedly,2,4
do such things and,2,4
do the work of,2,4
do thee good and,2,4
do them good but,2,4
do this thing for,2,4
do unto him as,2,4
do unto them to,2,4
do unto you because,2,4
do we give thanks,2,4
do with them as,2,4
doeth any work in,2,4
done according to the,2,4
done in the midst,2,4
done these things unto,2,4
done unto me for,2,4
done unto thee thou,2,4
done unto their gods,2,4
done unto us and,2,4
dove out of the,2,4
down and thou shalt,2,4
down at the first,2,4
down at thy presence,2,4
down but we will,2,4
down by the wall,2,4
down by the way,2,4
down for it is,2,4
down his life for,2,4
down in his place,2,4
down into the valley,2,4
down on his face,2,4
down the high places,2,4
down the tree and,2,4
down to egypt and,2,4
down to hell with,2,4
down to see joram,2,4
down to the dust,2,4
down to their gods,2,4
down to this company,2,4
down unto the host,2,4
down upon his knees,2,4
dream in one night,2,4
dream which i have,2,4
drew nigh unto the,2,4
dried up and the,2,4
drink and to be,2,4
drink of the brook,2,4
drink the wine thereof,2,4
drinking and they say,2,4
drive out the canaanites,2,4
drive you out and,2,4
dry land and the,2,4
dwell in the cities,2,4
dwell in the mountains,2,4
dwell in their tents,2,4
dwell therein shall be,2,4
dwelleth in us and,2,4
dwelt among the people,2,4
dwelt in their tents,2,4
ear unto my cry,2,4
earth and all that,2,4
earth is my footstool,2,4
earth saith the lord,2,4
earthquakes in divers places,2,4
east wind upon the,2,4
eastward toward the sunrising,2,4
eat any unclean thing,2,4
eat before the lord,2,4
eat of my bread,2,4
eat of the bread,2,4
eat of the old,2,4
eat the fat and,2,4
eat the fat of,2,4
eat thy bread with,2,4
eat within thy gates,2,4
eaten of the tree,2,4
eaten the sin offering,2,4
ebedmelech the ethiopian saying,2,4
egypt and thou shalt,2,4
egypt even unto the,2,4
eight cubits and the,2,4
eight hundred years and,2,4
elah the son of,2,4
eleazar the priest who,2,4
eliab and benaiah and,2,4
eliezer the son of,2,4
elijah said unto elisha,2,4
elishama the scribe and,2,4
elizaphan the son of,2,4
end of the land,2,4
end saith the lord,2,4
enemies and they shall,2,4
enemies have opened their,2,4
enter into egypt and,2,4
enter into judgment with,2,4
enter into the kings,2,4
entered into a covenant,2,4
entered into the world,2,4
entered into thine house,2,4
entering in at the,2,4
esau took his wives,2,4
establish it for ever,2,4
establish them for ever,2,4
esther the queen the,2,4
eternal life and they,2,4
even all that were,2,4
even all the host,2,4
even all these words,2,4
even as he is,2,4
even as i also,2,4
even as i have,2,4
even as it is,2,4
even as many as,2,4
even at the doors,2,4
even he shall be,2,4
even of all that,2,4
even of all the,2,4
even out of the,2,4
even so i do,2,4
even so it is,2,4
even that he hath,2,4
even that man shall,2,4
even the house of,2,4
even the sons of,2,4
even the souls that,2,4
even the winds and,2,4
even they and their,2,4
even they shall keep,2,4
even to the border,2,4
even to the dust,2,4
even unto gath and,2,4
even unto gaza and,2,4
even when we were,2,4
everlasting joy shall be,2,4
every creature which is,2,4
every fenced city and,2,4
every good thing which,2,4
every knee shall bow,2,4
every living thing and,2,4
every living thing that,2,4
every male in edom,2,4
every man and his,2,4
every man at his,2,4
every man for his,2,4
every man hath his,2,4
every man his ox,2,4
every man his rod,2,4
every man his sack,2,4
every man his soul,2,4
every man his wife,2,4
every man in the,2,4
every man is brutish,2,4
every man of his,2,4
every man of the,2,4
every one after his,2,4
every one for his,2,4
every one from the,2,4
every one in the,2,4
every one of their,2,4
every one shall howl,2,4
every one that came,2,4
every one that curseth,2,4
every one that heareth,2,4
every one that sweareth,2,4
every one that useth,2,4
every sickness and every,2,4
every spirit that confesseth,2,4
every valley shall be,2,4
every woman that hath,2,4
every word of god,2,4
evil in your hearts,2,4
evil shall come upon,2,4
evil upon this people,2,4
evil upon us and,2,4
exceedingly afraid and said,2,4
except it be for,2,4
except the lord of,2,4
execute judgment and justice,2,4
execute judgments in thee,2,4
execute the judgment of,2,4
executed judgment and justice,2,4
executed my judgments but,2,4
eye hath not seen,2,4
eyes are upon the,2,4
eyes have seen all,2,4
eyes have seen the,2,4
eyes saith the lord,2,4
eyes to see and,2,4
eyes unto heaven and,2,4
face as a man,2,4
fail from among the,2,4
fair to look upon,2,4
faith and charity and,2,4
faith and of the,2,4
faith be it unto,2,4
faith in christ jesus,2,4
faith that is in,2,4
faithful and true and,2,4
fall down before him,2,4
fall into the ditch,2,4
fall on us and,2,4
fall upon the priests,2,4
fallen to the earth,2,4
famines and pestilences and,2,4
famous in the congregation,2,4
far from me for,2,4
far off from thee,2,4
father and i have,2,4
father hath given me,2,4
father said unto him,2,4
fatherless and widow and,2,4
fathers have known and,2,4
fathers house and the,2,4
fathers house which were,2,4
fathers so that they,2,4
fathers that they should,2,4
fear because of the,2,4
fear came on all,2,4
fear not for god,2,4
fear not for thou,2,4
fear not i will,2,4
fear not thou shalt,2,4
fear the lord god,2,4
fear thou not o,2,4
feared not the lord,2,4
feast of the lord,2,4
feet and worshipped him,2,4
feet with tears and,2,4
fell down at the,2,4
fell to the ground,2,4
fenced cities in judah,2,4
few in number and,2,4
field and of the,2,4
field of his possession,2,4
field which the lord,2,4
fifth part thereof unto,2,4
fifty men and they,2,4
fifty men of the,2,4
fifty taches of brass,2,4
fifty thousand and of,2,4
fight against the canaanites,2,4
fight against this city,2,4
fight with the chaldeans,2,4
filled his belly with,2,4
filled their houses with,2,4
filled with the spirit,2,4
filled with water and,2,4
filled with wisdom and,2,4
fire and they shall,2,4
fire came down from,2,4
fire from between the,2,4
fire of the altar,2,4
fire out of the,2,4
fire shall devour them,2,4
fire thou shalt not,2,4
firstfruits unto the lord,2,4
five and twenty men,2,4
five cubits and the,2,4
five cubits broad and,2,4
five cubits on the,2,4
five cubits was the,2,4
fled to the wilderness,2,4
flesh and in the,2,4
flock and of the,2,4
flower of the field,2,4
fly as the eagle,2,4
food in the cities,2,4
for a light by,2,4
for a man so,2,4
for a man that,2,4
for a memorial in,2,4
for a penny and,2,4
for a piece of,2,4
for a present to,2,4
for a prey in,2,4
for a righteous man,2,4
for a season and,2,4
for a sign unto,2,4
for a token upon,2,4
for a witness to,2,4
for a witness unto,2,4
for all is vanity,2,4
for all that are,2,4
for all that they,2,4
for all the earth,2,4
for an everlasting possession,2,4
for an house of,2,4
for an inheritance as,2,4
for an inheritance for,2,4
for any manner of,2,4
for as jonas was,2,4
for as long as,2,4
for as the body,2,4
for as the father,2,4
for as the lightning,2,4
for as ye have,2,4
for at that time,2,4
for at the time,2,4
for because thou hast,2,4
for before these days,2,4
for behold i create,2,4
for burnt offerings and,2,4
for ever and of,2,4
for ever and thy,2,4
for ever as the,2,4
for ever before thee,2,4
for ever but the,2,4
for ever for in,2,4
for ever i will,2,4
for ever shall thy,2,4
for evermore amen and,2,4
for every high priest,2,4
for fear of saul,2,4
for fear of thee,2,4
for for this cause,2,4
for from my youth,2,4
for god is in,2,4
for god is not,2,4
for he doth not,2,4
for he feared to,2,4
for he had married,2,4
for he had sent,2,4
for he hath been,2,4
for he hath delivered,2,4
for he hath done,2,4
for he hath given,2,4
for he hath no,2,4
for he hath not,2,4
for he hath said,2,4
for he is holy,2,4
for he is mine,2,4
for he knew that,2,4
for he said to,2,4
for he saith to,2,4
for he seeth that,2,4
for he shall have,2,4
for he shall receive,2,4
for he that loveth,2,4
for he walked in,2,4
for he was afraid,2,4
for he was very,2,4
for he was yet,2,4
for him after the,2,4
for him and all,2,4
for him and he,2,4
for him as one,2,4
for him that was,2,4
for himself for his,2,4
for his cause that,2,4
for his father and,2,4
for his life and,2,4
for his life is,2,4
for his pillows and,2,4
for his sons and,2,4
for how shall i,2,4
for hunger in the,2,4
for i also am,2,4
for i am as,2,4
for i am become,2,4
for i am ready,2,4
for i have learned,2,4
for i have said,2,4
for i have set,2,4
for i know not,2,4
for i speak to,2,4
for i will pour,2,4
for i will send,2,4
for i will surely,2,4
for i will take,2,4
for i would that,2,4
for if ye do,2,4
for if ye turn,2,4
for in christ jesus,2,4
for in that day,2,4
for in the day,2,4
for in the going,2,4
for in the month,2,4
for israel and the,2,4
for it and he,2,4
for it is evident,2,4
for it is great,2,4
for it is his,2,4
for it is pleasant,2,4
for it is your,2,4
for it was not,2,4
for jehoiada the priest,2,4
for me and my,2,4
for me and the,2,4
for me i am,2,4
for me in the,2,4
for me to write,2,4
for moses and for,2,4
for my people and,2,4
for my soul is,2,4
for now have i,2,4
for of a truth,2,4
for our little ones,2,4
for our sins and,2,4
for our transgressions are,2,4
for out of it,2,4
for places for the,2,4
for saul and for,2,4
for she hath been,2,4
for she is thy,2,4
for signs and for,2,4
for since i spake,2,4
for so was the,2,4
for that is his,2,4
for that the lord,2,4
for the abundance of,2,4
for the altar and,2,4
for the anointing oil,2,4
for the asses and,2,4
for the back of,2,4
for the battle is,2,4
for the beast that,2,4
for the blood of,2,4
for the building of,2,4
for the candlesticks of,2,4
for the coming of,2,4
for the congregation of,2,4
for the corn is,2,4
for the daughter of,2,4
for the day is,2,4
for the dead neither,2,4
for the end of,2,4
for the enemy hath,2,4
for the first month,2,4
for the fruit of,2,4
for the full price,2,4
for the good of,2,4
for the hand of,2,4
for the hardness of,2,4
for the holy ghost,2,4
for the holy place,2,4
for the honour of,2,4
for the inner court,2,4
for the joy of,2,4
for the lamps thereof,2,4
